sub_ID,Q6.consent,Q8.covid_info,Q9.covid_knowledge,Q10.rank_attention_to_news,Q13.trust_doctor_news,Q13.trust_hospital_news,Q13.trust_cdc_news,Q13.trust_government_news,Q13.trust_none_of_above,Q14.confidence_us_government,Q16.Belief_scientists_understand_covid,Q17.concerned_outbreak,Q18.likely_to_catch_covid,Q20.ability_to_protect_self,Q21.expected_symptom_severity,Q101.confidence_in_authority,Q23.risk_exaggerated,Q27.wearing_mask,Q35.take_vaccine?,Q40.age,Q41.gender,Q74.education,Q84.community,Q43.health(1.5),Q39.flu.vaccine,Q44.contact_covid,Q85.pre.exisiting_conditions,Q92.friends/family_preexisiting_conditions
836,1,A lot,A moderate amount,8,FALSE,FALSE,TRUE,TRUE,,8,7,NA,29,100,3,60,strongly disagree,everyone,definitely,25-29,m,professional degree,small city/town,5,FALSE,no,no,no
837,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,A little,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
838,1,A lot,A moderate amount,6,FALSE,FALSE,TRUE,FALSE,,3,5,A moderate amount,30,93,2,31,NA,everyone,probably,20-24,f,some college,suburb,5,FALSE,no,unsure,yes
839,1,A moderate amount,A moderate amount,7,FALSE,TRUE,TRUE,FALSE,,2,5,A moderate amount,25,75,3,15,somewhat disagree,everyone,definitely,20-24,f,some college,small city/town,3,TRUE,no,yes,yes
840,1,A moderate amount,A moderate amount,4,FALSE,FALSE,TRUE,FALSE,NPR news,6,8,NA,88,95,3,43,somewhat disagree,sick people,definitely,20-24,f,some college,suburb,3,TRUE,yes,no,no
841,1,A lot,A moderate amount,8,FALSE,FALSE,TRUE,FALSE,Gov DeWineAnd DrAmyActon,3,8,A moderate amount,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
842,1,A moderate amount,A little,6,FALSE,FALSE,TRUE,FALSE,,2,7,A little,50,100,1,44,strongly disagree,everyone,definitely,20-24,f,highschool graduate,small city/town,3,FALSE,unsure,no,yes
843,1,A lot,A lot,10,FALSE,FALSE,FALSE,FALSE,,7,7,A moderate amount,36,57,3,69,NA,everyone,unsure,35-39,f,4 year degree,suburb,4,FALSE,no,yes,yes
844,1,A lot,A moderate amount,6,TRUE,FALSE,TRUE,FALSE,,2,9,A little,50,84,4,79,NA,everyone,definitely,20-24,f,4 year degree,small city/town,1,TRUE,no,yes,no
845,1,A moderate amount,A little,2,TRUE,FALSE,TRUE,FALSE,,1,8,A lot,29,50,3,29,stronglyAgree,everyone,probably,20-24,f,4 year degree,ruralArea,4,TRUE,no,no,yes
846,1,A lot,A moderate amount,9,FALSE,FALSE,TRUE,TRUE,,8,8,A moderate amount,71,50,2,71,strongly disagree,everyone,definitely,50-54,f,4 year degree,suburb,5,TRUE,no,no,yes
847,1,A moderate amount,A little,3,FALSE,FALSE,TRUE,FALSE,,4,6,A moderate amount,20,70,2,60,somewhat disagree,everyone,probably,20-24,f,2 year degree,small city/town,3,TRUE,no,unsure,yes
848,1,A lot,A moderate amount,7,FALSE,FALSE,TRUE,FALSE,,4,6,NA,39,100,4,55,NA,everyone,probably,20-24,f,some college,small city/town,3,TRUE,unsure,yes,yes
849,1,A lot,A lot,7,FALSE,FALSE,FALSE,FALSE,,0,3,A lot,10,62,2,81,strongly disagree,everyone,probably,18-19,f,some college,suburb,4,Unsure,no,no,yes
850,1,A lot,A moderate amount,7,FALSE,FALSE,TRUE,FALSE,,5,7,A lot,10,90,2,50,somewhat disagree,everyone,definitely,18-19,f,highschool graduate,suburb,4,FALSE,no,no,yes
851,1,A lot,A moderate amount,9,FALSE,FALSE,TRUE,FALSE,,8,7,A lot,35,95,3,55,strongly disagree,everyone,unsure,20-24,f,some college,small city/town,3,FALSE,no,no,yes
852,1,A moderate amount,A moderate amount,8,FALSE,FALSE,TRUE,FALSE,,4,8,NotAtAll,70,70,5,23,strongly disagree,everyone,definitely,20-24,f,some college,small city/town,3,FALSE,no,unsure,yes
853,1,A moderate amount,A moderate amount,5,TRUE,FALSE,TRUE,FALSE,Jesus,5,3,A little,100,100,1,60,somewhat disagree,sick people,probably_not,35-39,f,professional degree,suburb,5,FALSE,no,no,no
854,1,A lot,A moderate amount,4,FALSE,FALSE,TRUE,FALSE,,5,8,A moderate amount,40,100,3,20,NA,healthy people,probably,20-24,m,some college,ruralArea,3,FALSE,no,no,yes
855,1,A lot,A moderate amount,2,FALSE,FALSE,TRUE,FALSE,,5,4,A moderate amount,30,91,3,40,NA,everyone,definitely,20-24,f,2 year degree,suburb,3,TRUE,unsure,unsure,yes
856,1,A moderate amount,A moderate amount,3,TRUE,FALSE,TRUE,FALSE,,7,8,A moderate amount,40,70,4,71,somewhat disagree,sick people,probably,18-19,m,some college,suburb,4,TRUE,no,no,yes
857,1,A lot,A moderate amount,7,FALSE,FALSE,FALSE,FALSE,,4,6,A moderate amount,40,81,2,40,NA,everyone,definitely,20-24,m,some college,small city/town,3,Unsure,unsure,no,yes
858,1,A moderate amount,A moderate amount,7,FALSE,FALSE,FALSE,TRUE,,7,5,A moderate amount,30,70,3,70,somewhat disagree,everyone,definitely,35-39,f,4 year degree,small city/town,3,TRUE,no,no,yes
859,1,A moderate amount,A little,5,FALSE,FALSE,TRUE,FALSE,,7,5,NA,95,75,4,50,NA,sick people,definitely,50-54,f,doctorate,small city/town,3,TRUE,no,yes,yes
860,1,A lot,A lot,7,FALSE,FALSE,TRUE,FALSE,,1,5,A moderate amount,92,91,2,9,strongly disagree,everyone,definitely,20-24,f,4 year degree,large city,5,TRUE,yes,no,yes
861,1,A moderate amount,A moderate amount,5,TRUE,TRUE,FALSE,FALSE,,5,3,A moderate amount,29,73,2,40,strongly disagree,everyone,probably,20-24,f,some college,suburb,4,FALSE,no,no,yes
862,1,A lot,A moderate amount,6,FALSE,FALSE,TRUE,TRUE,,7,7,A moderate amount,29,81,2,55,NA,sick people,probably_not,30-34,m,4 year degree,suburb,4,Unsure,no,no,yes
863,1,A lot,A moderate amount,8,FALSE,FALSE,TRUE,FALSE,,5,6,A lot,22,91,2,72,NA,sick people,unsure,25-29,m,4 year degree,suburb,4,TRUE,no,no,no
864,1,A lot,A moderate amount,8,FALSE,FALSE,FALSE,FALSE,,4,7,A little,35,75,3,40,NA,everyone,unsure,25-29,f,2 year degree,large city,4,FALSE,no,yes,yes
865,1,A lot,A moderate amount,6,FALSE,FALSE,TRUE,FALSE,,0,2,NotAtAll,30,59,3,45,NA,sick people,unsure,40-44,f,some college,ruralArea,3,FALSE,no,no,no
866,1,A moderate amount,A moderate amount,3,FALSE,FALSE,TRUE,FALSE,,5,9,A lot,3,85,2,72,stronglyAgree,sick people,unsure,20-24,m,4 year degree,small city/town,4,TRUE,no,no,yes
867,1,A moderate amount,A moderate amount,7,FALSE,FALSE,TRUE,FALSE,,3,7,NA,61,43,3,55,somewhat disagree,everyone,probably,18-19,f,some college,small city/town,3,FALSE,no,no,yes
868,1,A lot,A lot,6,FALSE,FALSE,FALSE,FALSE,,1,1,NA,93,100,2,19,strongly disagree,sick people,unsure,20-24,f,highschool graduate,large city,5,Unsure,yes,no,unsure
869,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,A lot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
870,1,A lot,A moderate amount,9,FALSE,FALSE,TRUE,TRUE,,4,2,A little,80,50,3,50,NA,everyone,unsure,20-24,f,2 year degree,small city/town,3,FALSE,no,no,yes
871,1,A moderate amount,A moderate amount,5,TRUE,FALSE,TRUE,FALSE,,6,4,A moderate amount,10,55,3,42,somewhat disagree,everyone,definitely,20-24,f,2 year degree,small city/town,3,TRUE,no,no,yes
872,1,A moderate amount,A moderate amount,4,TRUE,FALSE,TRUE,FALSE,,7,5,A little,69,98,3,51,somewhat disagree,sick people,definitely,18-19,f,some college,suburb,3,FALSE,no,no,yes
873,1,A lot,A moderate amount,7,FALSE,FALSE,TRUE,FALSE,,1,5,A lot,1,95,2,30,strongly disagree,everyone,probably,20-24,f,some college,small city/town,4,TRUE,no,no,no
874,1,A moderate amount,A little,1,FALSE,FALSE,FALSE,FALSE,,1,1,A lot,9,50,3,19,NA,everyone,definitely,20-24,f,some college,suburb,3,TRUE,no,no,no
875,1,A moderate amount,A moderate amount,7,FALSE,FALSE,TRUE,FALSE,,6,8,NA,15,100,4,85,strongly disagree,everyone,definitely,20-24,f,some college,small city/town,3,FALSE,no,yes,yes
876,1,A lot,A lot,10,FALSE,FALSE,TRUE,FALSE,,10,10,A little,70,90,6,60,strongly disagree,everyone,definitely,18-19,f,some college,ruralArea,3,FALSE,no,yes,yes
877,1,A lot,A moderate amount,3,TRUE,FALSE,TRUE,FALSE,,4,5,A moderate amount,0,78,2,50,NA,sick people,probably,20-24,f,some college,ruralArea,4,FALSE,no,yes,yes
878,1,A moderate amount,A little,3,FALSE,FALSE,TRUE,FALSE,,7,7,A moderate amount,61,81,3,71,somewhat disagree,everyone,probably,20-24,f,some college,small city/town,3,FALSE,no,no,no
879,1,A lot,A moderate amount,5,FALSE,TRUE,TRUE,FALSE,,0,6,A lot,61,43,3,8,somewhat disagree,everyone,probably,18-19,nb,some college,small city/town,2,FALSE,no,unsure,yes
880,1,A moderate amount,A moderate amount,3,FALSE,FALSE,FALSE,TRUE,,3,1,A lot,19,100,6,10,NA,everyone,definitely,20-24,NA,2 year degree,small city/town,4,FALSE,no,no,unsure
881,1,A moderate amount,A moderate amount,7,FALSE,FALSE,TRUE,FALSE,,7,8,NA,60,90,4,90,strongly disagree,everyone,definitely,20-24,f,some college,small city/town,4,FALSE,no,yes,yes
882,1,A lot,A moderate amount,7,FALSE,FALSE,TRUE,FALSE,,1,0,A moderate amount,40,90,4,10,strongly disagree,everyone,definitely,18-19,f,highschool graduate,small city/town,2,FALSE,no,yes,yes
883,1,A moderate amount,A moderate amount,7,FALSE,FALSE,FALSE,FALSE,,5,6,A lot,63,80,4,40,NA,everyone,unsure,20-24,f,highschool graduate,small city/town,3,FALSE,no,no,yes
884,1,A lot,A lot,10,TRUE,TRUE,TRUE,FALSE,,10,6,A moderate amount,50,100,5,72,strongly disagree,everyone,unsure,20-24,f,some college,suburb,2,TRUE,yes,yes,yes
885,1,A lot,A lot,2,FALSE,FALSE,TRUE,FALSE,,5,7,A lot,10,85,2,81,NA,everyone,definitely,20-24,f,some college,ruralArea,4,TRUE,no,no,no
886,1,A moderate amount,A little,1,TRUE,FALSE,TRUE,FALSE,,0,9,A lot,7,50,2,40,NA,sick people,unsure,20-24,f,2 year degree,small city/town,4,TRUE,no,no,unsure
887,1,A moderate amount,A moderate amount,8,FALSE,FALSE,FALSE,FALSE,,3,5,A moderate amount,50,77,3,35,somewhat disagree,everyone,probably,18-19,f,4 year degree,large city,2,TRUE,unsure,no,no
888,1,A moderate amount,A little,3,FALSE,FALSE,TRUE,FALSE,,6,7,NA,28,62,4,33,somewhat disagree,everyone,probably,20-24,m,some college,small city/town,3,FALSE,unsure,no,unsure
889,1,A lot,A lot,10,FALSE,FALSE,TRUE,FALSE,,8,4,A moderate amount,50,100,3,75,somewhat disagree,everyone,definitely,20-24,f,highschool graduate,suburb,5,TRUE,no,no,yes
890,1,A lot,A lot,10,FALSE,TRUE,TRUE,FALSE,My mother who works inA hospital,3,5,A little,100,80,3,30,somewhat disagree,everyone,probably_not,18-19,f,some college,suburb,4,FALSE,yes,no,yes
891,1,A moderate amount,A moderate amount,5,TRUE,FALSE,FALSE,TRUE,,8,7,A little,73,85,2,77,NA,everyone,definitely,18-19,f,some college,small city/town,3,FALSE,no,no,yes
892,1,A little,NothingAtAll,6,FALSE,FALSE,TRUE,FALSE,,3,6,A lot,29,29,1,30,strongly disagree,everyone,definitely,20-24,f,4 year degree,small city/town,2,TRUE,yes,unsure,unsure
893,1,A lot,A moderate amount,7,FALSE,FALSE,TRUE,FALSE,,2,3,NA,44,61,5,40,strongly disagree,everyone,definitely,18-19,f,highschool graduate,large city,3,FALSE,no,unsure,unsure
894,1,A lot,A moderate amount,10,FALSE,FALSE,FALSE,FALSE,,4,8,A moderate amount,71,81,3,40,strongly disagree,everyone,definitely,35-39,f,4 year degree,large city,3,TRUE,no,yes,yes
895,1,A moderate amount,A little,5,FALSE,FALSE,TRUE,TRUE,,6,6,A moderate amount,5,99,2,50,somewhat disagree,everyone,definitely,20-24,f,some college,suburb,4,FALSE,no,no,unsure
896,1,A moderate amount,A little,4,FALSE,FALSE,TRUE,FALSE,,3,4,A lot,20,80,4,35,somewhat disagree,everyone,definitely,20-24,f,4 year degree,small city/town,4,TRUE,no,yes,yes
897,1,A lot,A moderate amount,8,TRUE,FALSE,TRUE,FALSE,,1,9,NotAtAll,20,70,2,75,strongly disagree,everyone,definitely,20-24,m,2 year degree,large city,5,TRUE,unsure,no,yes
898,1,A moderate amount,A little,1,FALSE,FALSE,FALSE,FALSE,,2,6,A moderate amount,31,92,2,24,stronglyAgree,NA,definitely not,25-29,f,some college,suburb,4,FALSE,NA,NA,NA
899,1,A moderate amount,A moderate amount,7,FALSE,FALSE,TRUE,FALSE,,4,6,A moderate amount,25,75,3,65,NA,sick people,unsure,45-49,f,2 year degree,ruralArea,3,FALSE,no,no,yes
900,1,A moderate amount,A moderate amount,6,FALSE,FALSE,TRUE,FALSE,,7,7,A little,50,70,3,75,somewhat disagree,everyone,unsure,50-54,f,some college,suburb,3,FALSE,unsure,no,yes
901,1,A moderate amount,A lot,8,FALSE,FALSE,TRUE,FALSE,,2,5,A lot,72,52,2,9,stronglyAgree,everyone,definitely,55-59,m,some college,ruralArea,3,FALSE,no,no,yes
902,1,A lot,A moderate amount,8,FALSE,FALSE,TRUE,FALSE,,5,7,A lot,80,60,3,60,strongly disagree,sick people,definitely,30-34,f,4 year degree,small city/town,3,TRUE,unsure,no,yes
903,1,A lot,A moderate amount,8,FALSE,FALSE,FALSE,FALSE,Dr. Fauci,1,5,A moderate amount,71,19,3,10,strongly disagree,everyone,probably,50-54,f,highschool graduate,suburb,3,FALSE,unsure,unsure,yes
904,1,A lot,A moderate amount,7,FALSE,FALSE,FALSE,FALSE,,8,10,A moderate amount,5,100,5,100,strongly disagree,everyone,definitely,55-59,f,4 year degree,small city/town,4,TRUE,no,yes,yes
905,1,A lot,A moderate amount,8,FALSE,TRUE,TRUE,FALSE,,4,7,A moderate amount,100,85,3,42,strongly disagree,everyone,definitely,20-24,f,4 year degree,suburb,4,FALSE,no,yes,yes
906,1,A lot,A moderate amount,8,FALSE,FALSE,TRUE,FALSE,,3,6,A moderate amount,21,62,2,50,NA,sick people,probably,45-49,f,highschool graduate,large city,4,TRUE,no,no,yes
907,1,A moderate amount,A moderate amount,8,FALSE,FALSE,TRUE,FALSE,Medical experts,2,9,A moderate amount,20,72,3,41,somewhat disagree,everyone,probably,30-34,f,professional degree,suburb,4,TRUE,no,no,yes
908,1,A lot,A moderate amount,6,FALSE,FALSE,TRUE,FALSE,,0,5,A little,0,0,2,30,somewhat disagree,everyone,definitely,25-29,f,highschool graduate,small city/town,3,TRUE,no,unsure,unsure
909,1,A moderate amount,A little,5,FALSE,FALSE,TRUE,FALSE,,2,10,A lot,5,100,2,31,NA,everyone,probably,18-19,f,some college,small city/town,4,FALSE,no,no,yes
910,1,A lot,A moderate amount,8,FALSE,FALSE,TRUE,FALSE,,6,7,NA,30,90,4,65,strongly disagree,everyone,definitely,60-64,m,doctorate,small city/town,3,TRUE,no,no,yes
911,1,A moderate amount,A moderate amount,6,TRUE,FALSE,TRUE,FALSE,,3,5,A lot,40,90,5,15,strongly disagree,everyone,unsure,30-34,f,some college,suburb,2,FALSE,no,yes,yes
912,1,A little,A little,6,FALSE,FALSE,TRUE,FALSE,,6,5,A lot,70,60,5,60,somewhat disagree,everyone,unsure,50-54,f,2 year degree,suburb,3,FALSE,yes,yes,yes
913,1,A lot,A moderate amount,9,FALSE,FALSE,TRUE,FALSE,,6,7,NA,77,88,2,74,strongly disagree,sick people,definitely,30-34,f,4 year degree,small city/town,5,TRUE,no,no,no
914,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,,NA,NA,A moderate amount,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915,1,A lot,A moderate amount,6,FALSE,FALSE,TRUE,FALSE,,3,7,A moderate amount,75,70,2,35,somewhat disagree,everyone,definitely,20-24,f,4 year degree,small city/town,4,FALSE,yes,no,no
916,1,A lot,A moderate amount,7,FALSE,FALSE,TRUE,TRUE,,4,10,A lot,80,85,4,20,strongly disagree,everyone,definitely,20-24,m,some college,small city/town,2,TRUE,yes,yes,yes
917,1,A lot,A little,8,TRUE,FALSE,FALSE,FALSE,,6,7,A lot,50,80,3,75,somewhat disagree,everyone,probably_not,25-29,f,highschool graduate,ruralArea,3,FALSE,no,no,yes
918,1,A lot,A moderate amount,8,FALSE,FALSE,TRUE,FALSE,,4,4,A lot,1,100,6,40,strongly disagree,everyone,definitely,65-69,f,some college,suburb,4,FALSE,no,yes,no
919,1,A lot,A moderate amount,9,FALSE,FALSE,FALSE,FALSE,Cuomo (New York State Governor),5,5,A moderate amount,88,90,6,65,strongly disagree,everyone,definitely,45-49,f,some college,ruralArea,1,TRUE,no,yes,yes
920,1,A lot,A moderate amount,8,FALSE,FALSE,FALSE,FALSE,,6,6,NA,40,66,3,41,strongly disagree,everyone,definitely,55-59,m,doctorate,ruralArea,3,TRUE,no,unsure,yes
921,1,A lot,A lot,10,FALSE,FALSE,FALSE,FALSE,,0,6,A lot,53,100,4,57,strongly disagree,everyone,definitely,55-59,f,4 year degree,small city/town,3,FALSE,no,no,yes
922,1,A lot,A moderate amount,7,FALSE,FALSE,TRUE,FALSE,,6,9,A little,28,89,4,77,strongly disagree,everyone,definitely,20-24,f,some college,suburb,3,FALSE,no,no,yes
923,1,A lot,A moderate amount,7,FALSE,FALSE,TRUE,FALSE,,6,5,A moderate amount,60,94,3,40,somewhat disagree,everyone,definitely,20-24,f,some college,small city/town,4,FALSE,no,no,yes
924,1,A moderate amount,A moderate amount,6,FALSE,FALSE,TRUE,FALSE,,5,5,A moderate amount,10,90,2,60,somewhat disagree,everyone,definitely,35-39,f,4 year degree,suburb,3,FALSE,no,no,yes
925,1,A lot,A moderate amount,6,FALSE,FALSE,TRUE,FALSE,,2,6,A moderate amount,56,82,5,15,somewhat disagree,everyone,definitely,20-24,f,4 year degree,small city/town,4,TRUE,unsure,yes,yes
926,1,A lot,A lot,6,FALSE,FALSE,TRUE,FALSE,FriendsAnd family who work in hospital settings,1,5,A lot,10,50,2,40,NA,everyone,probably_not,30-34,f,doctorate,small city/town,3,FALSE,no,no,yes
927,1,A lot,A lot,1,TRUE,TRUE,TRUE,FALSE,Employer Microsoft,1,6,A little,57,80,4,84,strongly disagree,everyone,definitely,55-59,f,professional degree,suburb,3,FALSE,no,unsure,yes
928,1,A lot,A moderate amount,9,FALSE,FALSE,TRUE,FALSE,,8,6,A lot,20,80,2,70,somewhat disagree,everyone,definitely,30-34,f,doctorate,suburb,5,FALSE,no,no,yes
929,1,A lot,A moderate amount,10,FALSE,FALSE,TRUE,FALSE,,2,7,NA,49,78,5,37,strongly disagree,everyone,definitely,60-64,f,4 year degree,small city/town,3,TRUE,no,yes,yes
930,1,A lot,A lot,10,FALSE,FALSE,TRUE,FALSE,,10,7,A lot,50,61,5,50,strongly disagree,everyone,definitely,60-64,f,some college,small city/town,5,TRUE,no,yes,yes
931,1,A lot,A moderate amount,7,FALSE,FALSE,TRUE,FALSE,,4,7,A moderate amount,50,100,5,60,strongly disagree,everyone,definitely,18-19,m,some college,suburb,2,FALSE,no,no,yes
932,1,A lot,A moderate amount,1,FALSE,TRUE,TRUE,FALSE,,2,3,A moderate amount,72,63,3,37,NA,everyone,probably,20-24,f,highschool graduate,suburb,3,Unsure,yes,yes,yes
933,1,A lot,A moderate amount,9,FALSE,FALSE,TRUE,FALSE,,4,3,A little,80,50,3,70,somewhat disagree,everyone,definitely,45-49,f,4 year degree,suburb,4,TRUE,no,no,yes
934,1,A lot,A little,0,FALSE,FALSE,TRUE,FALSE,,8,4,A moderate amount,28,50,3,62,NA,sick people,definitely,70-74,m,4 year degree,ruralArea,3,TRUE,no,no,yes
935,1,A lot,A moderate amount,7,FALSE,TRUE,FALSE,FALSE,,3,3,A moderate amount,80,70,4,25,strongly disagree,everyone,unsure,45-49,f,some college,suburb,1,TRUE,unsure,yes,yes
936,1,A lot,A lot,6,FALSE,FALSE,FALSE,FALSE,,1,7,A moderate amount,90,64,3,55,strongly disagree,everyone,definitely,18-19,m,some college,suburb,3,TRUE,unsure,no,yes
937,1,A lot,A moderate amount,8,FALSE,FALSE,FALSE,FALSE,,5,5,A moderate amount,52,78,3,64,NA,everyone,definitely,70-74,f,some college,ruralArea,5,TRUE,no,no,yes
938,1,A lot,A moderate amount,7,TRUE,TRUE,TRUE,FALSE,,2,5,A little,30,100,3,75,strongly disagree,everyone,probably,20-24,f,some college,small city/town,5,TRUE,no,no,yes
939,1,A lot,A moderate amount,7,TRUE,FALSE,TRUE,FALSE,,10,8,A little,6,95,4,96,NA,everyone,definitely,65-69,f,2 year degree,small city/town,3,FALSE,no,no,yes
940,1,A lot,A moderate amount,7,FALSE,FALSE,TRUE,FALSE,,6,6,NA,68,81,3,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
941,1,A lot,A lot,9,FALSE,FALSE,TRUE,FALSE,,2,7,NA,19,99,4,50,strongly disagree,everyone,definitely,65-69,f,4 year degree,suburb,4,TRUE,no,no,no
942,1,A lot,A lot,8,FALSE,FALSE,TRUE,FALSE,,5,7,A little,30,92,2,71,strongly disagree,everyone,unsure,55-59,m,4 year degree,suburb,5,TRUE,no,no,yes
943,1,A lot,A lot,8,FALSE,FALSE,FALSE,FALSE,media,7,5,A lot,30,81,3,51,NA,everyone,definitely,70-74,f,some college,suburb,5,TRUE,no,no,yes
944,1,A moderate amount,A moderate amount,6,TRUE,TRUE,TRUE,FALSE,,3,9,A moderate amount,8,75,3,19,strongly disagree,everyone,definitely,18-19,m,some college,suburb,4,TRUE,unsure,no,no
945,1,A moderate amount,A little,6,FALSE,FALSE,TRUE,FALSE,,1,5,A little,28,80,4,40,strongly disagree,everyone,definitely,18-19,f,highschool graduate,small city/town,3,TRUE,no,no,yes
946,1,A moderate amount,A moderate amount,3,FALSE,FALSE,TRUE,FALSE,,7,6,NA,10,77,3,69,NA,everyone,definitely,18-19,f,highschool graduate,suburb,4,TRUE,no,no,no
947,1,A lot,A lot,7,TRUE,FALSE,TRUE,FALSE,,0,7,A lot,30,100,3,13,somewhat disagree,everyone,definitely,18-19,nb,some college,ruralArea,5,FALSE,no,no,no
948,1,A lot,A little,8,FALSE,FALSE,FALSE,TRUE,,2,5,A moderate amount,5,93,3,20,somewhat disagree,everyone,definitely not,18-19,f,some college,large city,5,FALSE,no,no,no
949,1,A lot,A moderate amount,6,FALSE,FALSE,TRUE,FALSE,,5,7,A moderate amount,13,95,4,53,strongly disagree,everyone,definitely,18-19,f,highschool graduate,large city,3,FALSE,no,no,no
950,1,A lot,A little,4,FALSE,FALSE,FALSE,FALSE,,7,4,A moderate amount,19,30,2,70,NA,everyone,probably,20-24,f,some college,large city,5,FALSE,unsure,no,unsure
951,1,A moderate amount,A moderate amount,7,FALSE,FALSE,TRUE,FALSE,,5,6,A little,13,82,3,51,somewhat disagree,everyone,probably,18-19,f,some college,suburb,4,TRUE,no,no,no
952,1,A lot,A moderate amount,5,FALSE,FALSE,TRUE,FALSE,,4,5,NA,52,100,5,49,NA,everyone,unsure,18-19,m,2 year degree,suburb,5,TRUE,no,no,prefer not to say
953,1,A lot,A moderate amount,10,TRUE,FALSE,TRUE,FALSE,,4,7,NA,30,87,3,73,strongly disagree,everyone,definitely,20-24,f,some college,suburb,3,TRUE,no,no,no
954,1,A lot,A moderate amount,8,FALSE,FALSE,TRUE,TRUE,,5,8,A moderate amount,75,90,5,48,strongly disagree,sick people,definitely,18-19,f,some college,suburb,2,TRUE,no,yes,yes
955,1,A lot,A moderate amount,10,FALSE,FALSE,TRUE,FALSE,,7,7,A lot,50,79,2,71,strongly disagree,everyone,definitely,20-24,f,some college,large city,5,FALSE,no,no,yes
956,1,A moderate amount,A little,5,FALSE,FALSE,TRUE,FALSE,,1,7,A lot,48,70,2,9,strongly disagree,everyone,definitely,18-19,f,some college,suburb,4,FALSE,yes,no,unsure
957,1,A lot,A little,5,FALSE,FALSE,FALSE,FALSE,,3,5,A little,0,50,1,18,stronglyAgree,everyone,unsure,20-24,f,highschool graduate,large city,5,FALSE,no,no,unsure
958,1,A moderate amount,A moderate amount,6,FALSE,FALSE,FALSE,FALSE,,5,10,A lot,50,100,3,71,strongly disagree,sick people,definitely,20-24,f,highschool graduate,suburb,3,FALSE,no,yes,unsure
959,1,A moderate amount,A little,5,FALSE,FALSE,TRUE,FALSE,,4,4,NA,37,70,2,33,NA,everyone,probably,18-19,f,highschool graduate,large city,4,Unsure,no,no,no
960,1,A moderate amount,A little,6,FALSE,FALSE,TRUE,FALSE,,1,4,A little,36,100,3,11,strongly disagree,everyone,probably,18-19,f,highschool graduate,small city/town,3,TRUE,unsure,no,no
961,1,A lot,A lot,8,FALSE,FALSE,FALSE,FALSE,FOXAndA friend.A contagious disease doctor I know.,5,5,NotAtAll,15,75,2,75,NA,everyone,definitely not,55-59,f,highschool graduate,small city/town,4,FALSE,no,yes,yes
962,1,A moderate amount,A moderate amount,2,FALSE,TRUE,FALSE,FALSE,,5,3,A moderate amount,0,70,2,52,NA,no one/no mask evidence,unsure,20-24,m,4 year degree,small city/town,5,TRUE,unsure,no,no
963,1,A moderate amount,A moderate amount,5,FALSE,FALSE,FALSE,FALSE,,1,1,A little,0,100,1,100,NA,sick people,definitely not,25-29,m,4 year degree,large city,5,TRUE,unsure,no,no
964,1,A moderate amount,A moderate amount,6,TRUE,FALSE,TRUE,FALSE,,3,6,A lot,30,85,2,79,NA,everyone,probably_not,35-39,f,2 year degree,suburb,4,FALSE,yes,no,prefer not to say
965,1,A moderate amount,A moderate amount,4,FALSE,FALSE,TRUE,FALSE,,6,3,A lot,60,50,4,30,somewhat disagree,everyone,definitely,18-19,f,some college,small city/town,3,TRUE,no,no,no
966,1,A lot,A moderate amount,6,FALSE,FALSE,FALSE,FALSE,,5,9,A moderate amount,83,71,3,45,strongly disagree,sick people,probably,18-19,f,some college,large city,3,TRUE,yes,no,yes
967,1,A lot,A moderate amount,7,FALSE,FALSE,TRUE,FALSE,,4,6,A moderate amount,30,80,3,60,strongly disagree,everyone,definitely,30-34,m,4 year degree,large city,4,TRUE,unsure,no,yes
968,1,A lot,A lot,8,FALSE,FALSE,TRUE,FALSE,,0,4,NA,2,53,2,29,NA,everyone,probably,18-19,f,some college,suburb,5,TRUE,no,no,unsure
969,1,A moderate amount,A moderate amount,7,FALSE,FALSE,FALSE,FALSE,,3,7,A little,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
970,1,A moderate amount,A little,5,FALSE,FALSE,TRUE,FALSE,,7,9,A little,22,75,2,80,NA,everyone,definitely,20-24,m,2 year degree,small city/town,3,FALSE,no,no,yes
971,1,A little,A little,1,FALSE,FALSE,TRUE,FALSE,,1,3,A moderate amount,20,30,3,30,NA,no one/no mask evidence,probably_not,40-44,f,2 year degree,suburb,4,TRUE,unsure,no,yes
972,1,A lot,A moderate amount,6,FALSE,FALSE,TRUE,FALSE,,4,4,A lot,70,81,3,51,somewhat disagree,everyone,probably,40-44,m,some college,suburb,3,TRUE,unsure,no,no
