b,r1,r2
b25900,2.863713156,-3.081600861
b25901,3.610624382,-2.592852499
b25902,2.462052625,-2.492166302
b25903,2.595923021,-3.119162307
b25904,2.774807131,-4.45824906
b25905,2.946440147,-2.623341615
b25906,5.268009793,-1.947336531
b25907,2.625283542,-2.327019263
b25908,2.618441768,-2.538419623
b25909,3.347098437,-4.346536901
b25910,3.238418425,-2.980559501
b25911,2.258452906,-2.438244562
b25912,2.534775972,-4.886806891
b25913,1.842466306,-3.361031989
b25914,1.200368709,-0.831129775
b25915,1.822091425,-3.352871388
b25916,2.618703925,-1.628760231
b25917,2.161974603,-3.195812527
b25918,1.619743826,-5.182808202
b25919,2.866247626,-0.945175243
b25920,0.773334128,-2.90162852
b25921,4.854546096,-2.484505099
b25922,1.355446629,-3.265305061
b25923,0.966245813,-4.258322939
b25924,2.309845338,-2.073091703
b25925,2.850368429,-2.518190229
b25926,0.081348572,-3.627474562
b25927,2.685120214,-1.117451458
b25928,2.001421143,-2.013861694
b25929,4.134207841,-3.23170796
b25930,2.894721844,-0.295982529
b25931,3.190679924,-2.918078853
b25932,3.094631597,-4.070198294
b25933,3.714992037,-1.970903758
b25934,1.487962677,-3.200018727
b25935,0.85592384,-3.657557982
b25936,2.574680998,-2.076965365
b25937,1.396583067,-2.38246195
b25938,3.522067802,-2.059535857
b25939,2.921468981,-2.573469498
b25940,4.617041558,-1.942110011
b25941,1.598199777,-1.219626553
b25942,1.225177712,-3.259847995
b25943,4.43516042,-2.171048351
b25944,2.733070063,-1.743788836
b25945,3.500750098,-3.79394247
b25946,2.934735849,-2.86038954
b25947,3.787491565,-4.292962723
b25948,1.940957736,-3.340253715
b25949,2.808022331,-3.210990644
b25950,3.790543663,-2.745408239
b25951,2.897980128,-2.538638097
b25952,2.083199538,-3.034082219
b25953,1.412249698,-3.26698008
b25954,3.305303805,-1.66376714
b25955,1.340672581,-1.953265564
b25956,2.920452211,-1.955604495
b25957,4.129552356,-2.62635882
b25958,3.379328492,-4.639169809
b25959,4.554455545,-4.590809352
b25960,2.128254448,-3.170495223
b25961,2.744718903,-2.329758889
b25962,2.453679295,-1.13454995
b25963,3.967504213,-3.510051492
b25964,3.044568938,-1.655853216
b25965,3.942738652,-2.940373486
b25966,4.013259272,-3.320073341
b25967,4.260570376,-3.597088147
b25968,2.224274068,-5.11459274
b25969,1.3593575,-4.912257566
b25970,2.363961384,-3.176577863
b25971,1.507611275,-3.807343216
b25972,1.735016638,-3.894042634
b25973,3.083221448,-5.165810707
b25974,2.159877196,-1.327955129
b25975,2.253157426,-2.480837311
b25976,3.831274277,-4.750455269
b25977,1.624169737,-1.550045265
b25978,4.776303213,-2.081935584
b25979,5.002089842,-3.676511636
b25980,3.642334097,-2.574198417
b25981,2.272574022,-2.468752152
b25982,2.081376047,-2.977853299
b25983,1.744929695,-2.765042117
b25984,3.905366495,-2.947457494
b25985,2.406124784,-3.369422942
b25986,2.622664464,-1.92573729
b25987,1.737172383,-0.72163208
b25988,2.831061547,-4.454790301
b25989,2.527725965,-1.191953316
b25990,4.645866642,-3.762294474
b25991,3.17013075,-2.857756667
b25992,3.078039649,-3.3967174
b25993,1.816042319,-4.173514414
b25994,2.224547786,-2.065715198
b25995,2.82118232,-3.741844476
b25996,3.568569833,-1.659299931
b25997,3.674179961,-3.036087022
b25998,3.483195895,-2.88182298
b25999,3.966403769,-2.241885882
b26000,3.089474213,-1.582783762
b26001,3.077625316,-1.112617895
b26002,2.668835851,-4.059408359
b26003,1.401092961,-2.773640784
b26004,4.238931753,-1.910265187
b26005,4.063265069,-2.060711825
b26006,4.056823148,-3.197376802
b26007,-0.037251521,-3.729845806
b26008,2.33454506,-4.256525252
b26009,1.817792262,-1.451956933
b26010,4.597365646,-2.784225983
b26011,3.488490037,-1.766871189
b26012,3.326557356,-2.896203469
b26013,2.87123088,-2.470859423
b26014,4.698106961,-3.567735717
b26015,0.954376134,-3.502841007
b26016,2.879518645,-4.435280818
b26017,4.809987939,-3.44014986
b26018,2.15161685,-2.715014368
b26019,0.867349445,-3.729044785
b26020,2.81469519,-1.188030627
b26021,2.150389186,-1.697593198
b26022,3.27508933,-2.403991172
b26023,1.159520037,-2.24139471
b26024,2.070638716,-0.303433188
b26025,1.486090734,-3.247500483
b26026,3.793674132,-3.08013007
b26027,2.753990125,-3.420051616
b26028,4.468021486,-0.865924652
b26029,2.632913331,-4.807055195
b26030,2.040284492,-3.369846885
b26031,1.9538934,-2.854664395
b26032,3.057316704,-3.068552092
b26033,3.13893843,-2.735502347
b26034,2.438619407,-3.06646172
b26035,2.328343783,-3.534818998
b26036,4.717542815,-2.775422554
b26037,1.282270992,-4.20008294
b26038,3.136593971,-1.314581588
b26039,3.144797893,-2.846877526
b26040,2.509309609,-3.466589058
b26041,4.971070911,-1.4359321
b26042,3.12678676,-2.329552157
b26043,1.833851636,-2.429634819
b26044,2.885913586,-2.773398508
b26045,0.97778587,-3.638298375
b26046,2.630687848,-3.775338795
b26047,2.331711623,-4.657422062
b26048,1.745059048,-4.767660272
b26049,3.901015287,-5.226439781
b26050,2.300831325,-2.438328153
b26051,1.509973903,-3.435027127
b26052,2.624846726,-3.852519657
b26053,3.110788393,-1.298632698
b26054,2.876537243,-2.475405464
b26055,2.330383732,-1.951980754
b26056,0.677284601,-1.379355364
b26057,1.787850919,-0.829866849
b26058,2.701088122,-2.064685261
b26059,2.618821367,-2.972641925
b26060,4.239943045,-2.400130843
b26061,0.347424077,-3.723454119
b26062,2.614032616,-3.015482183
b26063,1.235016116,-2.231855447
b26064,3.294364781,-3.082029251
b26065,2.739184131,-0.830404321
b26066,4.25955228,-3.003649263
b26067,3.814825616,-3.603389559
b26068,0.906945492,-3.933361475
b26069,2.055829785,-0.165170136
b26070,0.605862248,-2.906389323
b26071,2.659074264,-3.839588326
b26072,2.537153587,-2.439737386
b26073,1.83173922,-3.830175852
b26074,2.975302687,-3.166458307
b26075,4.194015776,-3.312241092
b26076,1.647084795,-3.18253777
b26077,3.18455319,-2.668214753
b26078,2.079797816,-2.042274559
b26079,2.456069418,-3.252018344
b26080,1.51769552,-3.705982916
b26081,3.258721662,-1.720955769
b26082,3.760471377,-2.863678522
b26083,2.524977604,-3.78378147
b26084,3.995898144,-1.396311722
b26085,3.532117664,-2.2948391
b26086,4.463786794,-2.358820985
b26087,2.405598798,-4.357026349
b26088,3.622489709,-2.503346216
b26089,3.016280163,-2.81444025
b26090,4.604186899,-3.040977546
b26091,3.689639713,-3.173351081
b26092,2.576379406,-2.847149584
b26093,1.261880739,-2.22399214
b26094,3.075314823,-2.684134023
b26095,3.415449407,-1.815176657
b26096,2.524239135,-4.249019116
b26097,4.00989841,-2.301618856
b26098,3.493024636,-3.773871055
b26099,3.217249814,-3.645782877
b26100,1.085504979,-2.880734503
b26101,2.413305218,-3.753679956
b26102,2.657599008,-2.820502174
b26103,4.576270189,-5.516198645
b26104,1.728552181,-3.663628767
b26105,1.420211071,-2.493877153
b26106,1.955236657,-3.259390255
b26107,2.63692849,-3.297818381
b26108,3.287705647,-4.120298141
b26109,3.093679678,-5.161976124
b26110,2.023056978,-3.556806461
b26111,2.509526275,-1.189227398
b26112,3.251150392,-2.419392777
b26113,2.439418312,-1.619536142
b26114,4.468838791,-4.269486542
b26115,3.019280036,-3.826977718
b26116,3.557477607,-5.038295962
b26117,3.620073943,-0.383473845
b26118,3.790423205,-3.478737348
b26119,3.13981488,-5.322965815
b26120,2.281311918,-3.523161337
b26121,2.812747015,-2.568258656
b26122,2.22721898,-2.310026239
b26123,4.213193154,-1.58960144
b26124,4.170733119,-3.117097205
b26125,2.530585672,-3.463898399
b26126,4.829126459,-1.224462818
b26127,1.719542062,-2.700891767
b26128,3.109717041,-1.989098682
b26129,2.122026458,-3.606320981
b26130,4.365315148,-3.198600919
b26131,3.257159948,-2.419511822
b26132,3.158934854,-2.29317536
b26133,3.261997579,-3.096987439
b26134,1.918197895,-2.604600901
b26135,3.036482406,-1.949061924
b26136,1.229174378,-2.033528089
b26137,2.80336542,-1.306952574
b26138,3.241131546,-2.514874923
b26139,1.661432221,-2.629098769
b26140,1.915951011,-3.101195419
b26141,4.471105016,-4.356337418
b26142,2.879107078,-2.000414599
b26143,1.446653291,-3.324148191
b26144,1.751174719,-3.147617143
b26145,1.965813313,-3.146097373
b26146,2.437070511,-4.754615041
b26147,2.31789372,-2.418802639
b26148,2.290409769,-2.338247091
b26149,2.228948954,-3.520904205
b26150,2.010321906,-2.409613289
b26151,5.126081383,-4.000486744
b26152,2.168151867,-2.138102776
b26153,1.323478775,-1.618493889
b26154,4.014223208,-2.291707492
b26155,3.059853057,-2.498454
b26156,2.408424192,-2.594264483
b26157,2.336006982,-4.304615156
b26158,2.800465389,-2.585108839
b26159,3.305459231,-2.995061682
b26160,2.165776311,-2.892149928
b26161,3.591955044,-2.91593005
b26162,1.956560958,-3.067051032
b26163,2.373111177,-3.555217104
b26164,3.71592821,-1.843871922
b26165,2.17776951,-3.412750123
b26166,3.696811556,-4.203428508
b26167,1.681207335,-3.517058667
b26168,3.344015561,-3.36272778
b26169,2.748409197,-3.518190145
b26170,2.56965158,-2.954198562
b26171,1.161012857,-2.918950573
b26172,4.112463081,-2.461134748
b26173,2.789703421,-2.971527899
b26174,3.672792601,-2.896614821
b26175,3.107122625,-2.641212138
b26176,1.212882438,-4.475190728
b26177,1.873328459,-2.505986215
b26178,2.354614743,-2.378401659
b26179,4.34630201,-2.058374274
b26180,2.801367276,-3.059915822
b26181,3.199911135,-3.18217152
b26182,2.923211475,-3.403977332
b26183,3.789291856,-4.011148184
b26184,3.282785759,-2.054036935
b26185,2.419872953,-2.464266368
b26186,3.809876673,-2.061073112
b26187,2.902103958,-1.83956266
b26188,1.528829861,-1.655000725
b26189,3.151758078,-3.524446878
b26190,2.549938408,-2.311424406
b26191,3.085984619,-3.086744214
b26192,2.743034517,-4.31223949
b26193,4.865753711,-1.834032936
b26194,3.145613667,-2.05604045
b26195,3.430303584,-2.136795548
b26196,3.603463208,-1.838821482
b26197,3.243705975,-2.967652729
b26198,3.538224612,-2.565564016
b26199,1.366799703,-3.103145704
b26200,2.52045339,-3.534650998
b26201,2.136851331,-2.610411401
b26202,1.527667594,-3.99804312
b26203,0.442047486,-3.559387577
b26204,2.858560032,-4.974601254
b26205,2.984529311,-3.253114932
b26206,4.185102514,-3.34633423
b26207,2.877261455,-2.13871829
b26208,4.724428809,-2.788537475
b26209,3.142408719,-2.888220376
b26210,2.180755644,-3.178264651
b26211,3.345150938,-1.325267131
b26212,2.669107125,-3.99605995
b26213,2.440068262,-3.777377191
b26214,3.660381945,-3.943586048
b26215,3.918788778,-2.460235197
b26216,1.613793077,-5.571886852
b26217,2.259443351,-3.825627812
b26218,1.966238007,-2.782674757
b26219,3.649230717,-3.634624076
b26220,4.042062622,-3.123378805
b26221,5.530487121,-2.922427145
b26222,1.539985348,-1.829594905
b26223,1.756374777,-1.026257044
b26224,3.215056003,-2.560039774
b26225,1.462271617,-2.817396166
b26226,1.509402746,-3.191124216
b26227,2.544803519,-3.392222933
b26228,3.013494842,-2.742869477
b26229,4.126741422,-2.747118239
b26230,3.256421351,-2.240891672
b26231,1.631245303,-0.746539706
b26232,2.088893221,-3.906357947
b26233,4.546958288,-3.116959585
b26234,3.76641076,-3.932554701
b26235,4.667647611,-4.312443775
b26236,3.600776885,-4.15543499
b26237,3.497825199,-1.530852139
b26238,3.164323847,-2.202670059
b26239,3.894274414,-1.946603326
b26240,2.726888424,-4.134666758
b26241,2.153471423,-3.254008922
b26242,1.393793782,-1.960942571
b26243,4.010891344,-3.540729444
b26244,2.760604734,-2.06840938
b26245,2.127044788,-3.74811523
b26246,3.008115736,-4.061505822
b26247,2.423417301,-3.518655403
b26248,3.768659223,-1.189655435
b26249,1.439265249,-2.481778701
b26250,2.935940874,-2.777219245
b26251,3.101976639,-1.788909851
b26252,0.171206592,-2.939184759
b26253,3.028252357,-2.962263863
b26254,2.722078308,-3.577380286
b26255,2.591357969,-3.395912845
b26256,2.159689459,-3.238146082
b26257,2.46544513,-1.020754686
b26258,3.175702477,-3.534162436
b26259,2.980229287,-2.827589196
b26260,2.186777363,-2.986875615
b26261,2.266958573,-2.624013912
b26262,2.447645157,-3.239520459
b26263,2.304016871,-4.183262964
b26264,4.892463576,-2.999223874
b26265,1.75613173,-2.255569125
b26266,2.173366588,-3.286254808
b26267,2.708768047,-2.991994125
b26268,2.099275277,-1.565626694
b26269,2.167840588,-3.064196761
b26270,1.905214814,-1.424772649
b26271,3.649719817,-0.889347954
b26272,1.709924097,-2.308583801
b26273,5.095315262,-3.517990553
b26274,3.049806237,-3.097449045
b26275,3.890491342,-3.742295419
b26276,3.795505991,-1.923461227
b26277,4.789350898,-0.707312474
b26278,1.995172497,-3.384476685
b26279,-0.187752539,-2.708704415
b26280,3.531079849,-4.728816548
b26281,3.77363596,-1.703786692
b26282,1.87059617,-2.714743207
b26283,3.687331141,-3.933634966
b26284,2.061105443,-2.02518378
b26285,1.928857464,-3.732632091
b26286,4.334942311,-2.898031932
b26287,4.180681749,-2.480829651
b26288,3.460056017,-1.530181526
b26289,1.81916382,-2.883128924
b26290,1.500222889,-3.418451051
b26291,2.289313917,-4.261071057
b26292,1.307195107,-2.367204662
b26293,2.746702778,-2.558924571
b26294,1.844583509,-3.570122151
b26295,4.546973295,-3.154438558
b26296,0.927459782,-4.274450102
b26297,3.374788395,-2.085792897
b26298,1.27625711,-2.426475145
b26299,3.084684828,-3.458130976
b26300,1.466230254,-2.822703861
b26301,3.108495417,-3.67753638
b26302,1.747309067,-4.351947245
b26303,3.793887627,-4.611336749
b26304,3.15562056,-3.230858678
b26305,3.119817966,-2.530140676
b26306,1.595053239,-4.340342778
b26307,2.10231422,-3.27979353
b26308,2.089216431,-2.806529361
b26309,4.1543723,-3.667783335
b26310,2.798210237,-1.754858242
b26311,2.323614592,-3.191282727
b26312,3.215947096,-4.147925409
b26313,1.976126666,-3.868996806
b26314,4.058931346,-3.145525848
b26315,3.312420506,-2.52762445
b26316,4.070299593,-2.132438873
b26317,3.847477664,-1.933598509
b26318,2.332236677,-2.416259562
b26319,1.951612443,-1.346272606
b26320,6.316008346,-2.892192225
b26321,2.122862133,-2.381320794
b26322,1.154400221,-4.208574908
b26323,2.071394201,-1.804988802
b26324,2.788397158,-2.75257822
b26325,3.177272318,-2.460346868
b26326,3.40901332,-4.766180254
b26327,2.704632966,-2.680543582
b26328,4.349754891,-2.212110331
b26329,3.666079298,-3.237221579
b26330,3.540337799,-3.340717122
b26331,2.181577608,-3.001460468
b26332,3.674520534,-2.189667202
b26333,2.55348811,-3.952359884
b26334,2.375247366,-2.585460277
b26335,2.65905781,-2.949208885
b26336,3.319087331,-4.249803484
b26337,1.657084609,-2.832926473
b26338,2.415320073,-1.255058274
b26339,3.258175739,-3.016405416
b26340,2.325634334,-5.750705708
b26341,3.105156514,-1.412486526
b26342,4.186115509,-3.309321582
b26343,1.118497158,-4.611398797
b26344,2.019086905,-2.171515138
b26345,3.854693924,-1.484067526
b26346,3.065425761,-4.201018318
b26347,3.939174254,-1.740915047
b26348,2.961415907,-2.27200744
b26349,2.95688509,-4.718882571
b26350,3.260192532,-4.741573018
b26351,3.863877811,-3.407844631
b26352,2.564512629,-3.600710983
b26353,4.169252436,-2.370812631
b26354,3.862613393,-1.634593913
b26355,2.60125578,-2.833597047
b26356,3.861954996,-2.993204464
b26357,3.781156187,-3.314569836
b26358,3.511410407,-2.07415801
b26359,3.324707315,-2.303652982
b26360,2.92793983,-2.198910691
b26361,2.946867305,-1.816099691
b26362,3.741165484,-1.764002298
b26363,1.710544436,-2.976083307
b26364,2.42982069,-3.005242801
b26365,3.098945328,-3.046075953
b26366,2.810940289,-5.054986515
b26367,2.90741509,-4.211688912
b26368,3.615164483,-2.412796654
b26369,0.943035495,-2.693282398
b26370,3.525316934,-4.125987238
b26371,0.76866268,-3.744292386
b26372,0.998245733,-2.999845861
b26373,2.572054028,-1.323899925
b26374,1.196737869,-1.117116929
b26375,2.380878898,-2.01125872
b26376,3.898215393,-1.915359581
b26377,4.717773105,-2.307734651
b26378,3.351976823,-2.047746241
b26379,1.765294397,-0.541733746
b26380,3.160908396,-3.840733016
b26381,3.963130391,-4.928360958
b26382,1.566867284,-3.221050258
b26383,2.91788235,-4.786723103
b26384,3.480811238,-2.63655941
b26385,2.493524845,-2.88051648
b26386,1.718891103,-2.978949578
b26387,4.652801707,-4.457952133
b26388,4.146224483,-1.35732192
b26389,3.358214336,-2.947213841
b26390,2.960039598,-2.105123762
b26391,6.089051998,-3.128949577
b26392,2.596226928,-3.006393585
b26393,2.400658355,-2.926201678
b26394,2.807743201,-2.971568287
b26395,3.798998581,-2.330148293
b26396,1.124767621,-4.733227384
b26397,3.935997181,-3.695755207
b26398,1.77309516,-3.221531819
b26399,4.065081552,-3.712728872
b26400,5.216783606,-2.199366392
b26401,1.592641315,-1.9485978
b26402,1.104992707,-4.115439009
b26403,1.547418593,-2.866084728
b26404,3.424601281,-2.679692256
b26405,2.95131439,-3.615126089
b26406,2.912344327,-4.117770804
b26407,2.446609426,-3.909445135
b26408,4.179130719,-3.282626024
b26409,1.03750845,-4.10903584
b26410,2.150953933,-3.237824049
b26411,1.807290316,-1.953202567
b26412,1.724177215,-2.257950749
b26413,3.776669974,-2.971746821
b26414,2.720194342,-2.333003582
b26415,1.72611957,-3.976962251
b26416,2.497828049,-1.69813069
b26417,2.177643296,-2.608408552
b26418,1.908404963,-4.029269074
b26419,1.965436972,-4.490273583
b26420,4.167903404,-2.976408461
b26421,3.337332282,-3.29519406
b26422,5.505205025,-3.498797118
b26423,2.934772176,-3.478473956
b26424,2.043951779,-3.281835765
b26425,2.349153494,-0.744911906
b26426,0.375722408,-4.257583051
b26427,2.556490899,-2.67585492
b26428,2.005827222,-2.717204755
b26429,2.751691136,-3.46659283
b26430,1.716420433,-3.939127319
b26431,3.306390929,-3.540707286
b26432,1.327088656,-5.983587346
b26433,0.576089176,-2.210445425
b26434,4.207118633,-2.15390858
b26435,2.735600205,-3.697313704
b26436,1.574752933,-4.792889132
b26437,3.177161039,-1.923672573
b26438,2.987388005,-3.438604915
b26439,2.452983696,-0.581859291
b26440,2.712173374,-3.17135389
b26441,2.38520862,-2.282447537
b26442,0.907697911,-1.761524354
b26443,2.817999011,-2.65603105
b26444,2.550186501,-1.729351245
b26445,3.329225966,-2.963280343
b26446,2.39396881,-1.619570864
b26447,2.239706546,-2.42325823
b26448,2.315511934,-2.424623873
b26449,3.155016182,-2.657795224
b26450,2.757616593,-2.790501425
b26451,3.038337815,-2.914597045
b26452,3.364184259,-3.687497367
b26453,2.560488281,-2.8798205
b26454,1.918165051,-1.871624135
b26455,3.482969275,-3.326315456
b26456,0.278456865,-3.922599262
b26457,2.257143871,-3.923034977
b26458,0.707629537,-3.153356806
b26459,4.406558997,-2.510994615
b26460,1.984748196,-2.735656511
b26461,1.722972173,-3.031029202
b26462,2.282433137,-4.930683097
b26463,2.313663316,-1.668748255
b26464,5.381938849,-2.991059638
b26465,2.941190363,-1.832764082
b26466,1.354764637,-3.511298258
b26467,3.183710384,-3.206752409
b26468,2.61809022,-2.746716966
b26469,3.247065776,-3.067882166
b26470,1.495758937,-1.201695279
b26471,3.393384064,-1.180148723
b26472,1.234059261,-4.664288846
b26473,3.469848549,-2.44345054
b26474,1.79870016,-0.438718799
b26475,3.831559827,-2.775790496
b26476,2.877525533,-3.365590537
b26477,2.458933347,-4.201912202
b26478,2.734312745,-1.624327724
b26479,2.220488926,-3.879516363
b26480,2.322949313,-3.294722665
b26481,3.432428776,-3.417585862
b26482,2.777129495,-3.095398081
b26483,2.645096013,-3.069016086
b26484,3.270076104,-2.649085741
b26485,2.808509619,-3.395397519
b26486,3.322826423,-2.207127889
b26487,1.191780691,-3.80399375
b26488,2.100422658,-3.729307097
b26489,4.179410009,-4.036714692
b26490,1.77156888,-3.94753577
b26491,3.734101887,-3.54067059
b26492,3.615669637,-3.022096275
b26493,-0.120205905,-2.779765228
